epoch,train_mae,val_mae,val_rmse,backbone_lr,head_lr
74,2.733445405960083,6.779276371002197,8.992510795593262,1.935843136609387e-05,9.679215683046935e-05
75,2.709869384765625,7.346977710723877,9.558696746826172,1.916394741744835e-05,9.581973708724175e-05
76,2.6759674549102783,6.854453086853027,9.094107627868652,1.8967970972500638e-05,9.483985486250319e-05
77,2.5249807834625244,6.635725498199463,8.760150909423828,1.8770552896948234e-05,9.385276448474119e-05
78,2.5532736778259277,7.024794578552246,9.246984481811523,1.8571744430663962e-05,9.285872215331982e-05
79,2.49924373626709,6.7884602546691895,9.023541450500488,1.8371597174396617e-05,9.185798587198309e-05
80,2.4522321224212646,7.1666693687438965,9.357565879821777,1.817016307637802e-05,9.085081538189011e-05
81,2.4910941123962402,6.999462127685547,9.196139335632324,1.7967494418839853e-05,8.983747209419926e-05
82,2.421203136444092,6.626895427703857,8.756887435913086,1.7763643804443776e-05,8.881821902221889e-05
83,2.372936248779297,6.704960346221924,8.882478713989258,1.7558664142628432e-05,8.779332071314216e-05
84,2.3973395824432373,6.612807273864746,8.761004447937012,1.7352608635876774e-05,8.676304317938388e-05
85,2.4178755283355713,6.712528705596924,8.89151668548584,1.714553076590738e-05,8.57276538295369e-05
86,2.320035457611084,7.034829139709473,9.222289085388184,1.6937484279793253e-05,8.468742139896627e-05
87,2.3123178482055664,6.59031343460083,8.70883560180664,1.6728523176011777e-05,8.364261588005889e-05
88,2.258591890335083,6.518997669219971,8.654641151428223,1.6518701690429404e-05,8.259350845214703e-05
89,2.32375168800354,6.569071292877197,8.72808837890625,1.6308074282224727e-05,8.154037141112363e-05
90,2.2403924465179443,6.57649040222168,8.739372253417969,1.6096695619753598e-05,8.0483478098768e-05
91,2.2655582427978516,6.91664457321167,9.069499969482422,1.5884620566359973e-05,7.942310283179987e-05
92,2.286787986755371,6.53498649597168,8.658799171447754,1.5671904166136093e-05,7.835952083068046e-05
93,2.197136640548706,7.014344215393066,9.137788772583008,1.5458601629635823e-05,7.729300814817913e-05
94,2.1758463382720947,6.56923246383667,8.751941680908203,1.5244768319544722e-05,7.62238415977236e-05
95,2.185668468475342,6.558144569396973,8.68312931060791,1.5030459736310654e-05,7.515229868155327e-05
96,2.2255167961120605,6.78292179107666,8.99966812133789,1.4815731503738684e-05,7.407865751869341e-05
97,2.156964063644409,6.620710849761963,8.792346954345703,1.4600639354553857e-05,7.300319677276928e-05
98,2.200678825378418,6.496006965637207,8.633602142333984,1.4385239115935814e-05,7.192619557967908e-05
99,2.1043741703033447,6.66819429397583,8.857979774475098,1.4169586695028818e-05,7.084793347514409e-05
100,2.106011152267456,6.547009468078613,8.708342552185059,1.3953738064431061e-05,6.97686903221553e-05
101,2.041445732116699,6.51397180557251,8.68780517578125,1.3737749247666972e-05,6.868874623833487e-05
102,2.0560765266418457,6.604158878326416,8.772878646850586,1.3521676304646308e-05,6.760838152323155e-05
103,2.0463640689849854,6.761757850646973,8.96626091003418,1.330557531711381e-05,6.652787658556905e-05
104,2.0402140617370605,6.45269250869751,8.595643997192383,1.3089502374093148e-05,6.544751187046573e-05
105,1.978079915046692,6.605696201324463,8.729551315307617,1.287351355732906e-05,6.43675677866453e-05
106,2.0444424152374268,6.47946310043335,8.643412590026855,1.2657664926731298e-05,6.328832463365649e-05
107,1.9595155715942383,6.49203634262085,8.630091667175293,1.2442012505824305e-05,6.221006252912152e-05
108,1.9012280702590942,6.785743713378906,8.983721733093262,1.222661226720626e-05,6.11330613360313e-05
109,1.8720823526382446,6.685356616973877,8.834882736206055,1.2011520118021435e-05,6.005760059010718e-05
110,1.9238781929016113,6.590299129486084,8.78966999053955,1.1796791885449461e-05,5.898395942724731e-05
111,1.9002909660339355,6.824512481689453,8.94705581665039,1.1582483302215399e-05,5.7912416511076995e-05
112,1.9036062955856323,6.486711025238037,8.623645782470703,1.1368649992124291e-05,5.684324996062146e-05
